Loan Amount,Loan Term,Employment Length,Home Ownership,Annual Income,Loan Purpose,Address State,Debt To Income Ratio,No. Delinquencies In Last 2 Years,Earliest Credit Line Opened,FICO Credit Score,No. Inquiries In Last 6 Months,Months Since Last Delinquency,No. Of Credit Lines,No. Adverse Public Records,Total Credit Balance,Use Of Credit Line,Total Number Of Credit Lines,Loan Application Description,No. Of Public Record Bankruptcies,Class
12000,36 Months,1.0,RENT,105000.0,Other,WA,8.05,One,37806.0625,720.0,0.0,23,10.0,None,6845.0,35.5,20.0,125,None,Creditworthy
8000,36 Months,2.0,MORTGAGE,136092.0,Home Improvement,FL,19.2,None,34276.39583,685.0,3.0,0,14.0,None,50000.0,87.4,42.0,1000,None,Creditworthy
14000,36 Months,10.0,RENT,128165.0,Other,CA,4.48,None,33955.06667,755.0,0.0,0,12.0,None,5615.0,8.9,23.0,0,None,Creditworthy
16000,60 Months,1.0,RENT,64000.0,Debt Consolidation,WA,18.51,None,37313.37917,670.0,1.0,39,10.0,None,16077.0,43.2,25.0,0,None,Creditworthy
18000,36 Months,10.0,MORTGAGE,110000.0,Home Improvement,OR,17.16,None,33238.445830000004,800.0,0.0,0,15.0,None,1264.0,1.6,36.0,845,None,Creditworthy
7000,36 Months,1.0,RENT,90000.0,Other,CA,7.63,One,34725.491669999996,700.0,0.0,17,4.0,None,3249.0,73.8,23.0,0,None,Creditworthy
1800,36 Months,2.0,RENT,45996.0,Major Purchase,CA,17.3,None,37589.4875,710.0,0.0,0,5.0,None,7634.0,89.8,13.0,14,None,Creditworthy
4500,36 Months,0.5,MORTGAGE,39660.0,Car,OH,11.65,None,36803.14375,755.0,3.0,0,10.0,None,839.0,10.5,30.0,284,None,Uncreditworthy
12000,36 Months,10.0,OWN,45000.0,Debt Consolidation,FL,20.37,None,34422.08333,770.0,0.0,0,8.0,None,14478.0,40.9,16.0,135,None,Creditworthy
13000,36 Months,9.0,RENT,110400.0,Debt Consolidation,CA,19.87,None,36151.19861,735.0,0.0,40,20.0,None,13733.0,15.5,29.0,486,None,Creditworthy
12000,36 Months,2.0,RENT,90000.0,Debt Consolidation,NY,3.47,None,33765.33056,730.0,0.0,0,6.0,None,20739.0,44.7,12.0,650,None,Creditworthy
11200,36 Months,0.5,RENT,70000.0,Debt Consolidation,MN,13.08,None,35756.37569,760.0,0.0,0,5.0,None,182.0,60.7,15.0,488,None,Creditworthy
14000,36 Months,6.0,RENT,62004.0,Debt Consolidation,CA,11.11,None,33110.326389999995,800.0,2.0,0,20.0,None,15647.0,11.3,34.0,71,None,Creditworthy
6000,36 Months,0.5,MORTGAGE,38652.0,Small Business,MO,12.76,None,34460.15347,765.0,5.0,0,5.0,None,4031.0,39.1,16.0,435,None,Uncreditworthy
9600,36 Months,9.0,MORTGAGE,100320.0,Debt Consolidation,FL,5.1,One,34049.09444,665.0,1.0,21,5.0,None,8189.0,96.3,31.0,0,None,Creditworthy
10000,60 Months,2.0,OWN,24000.0,Debt Consolidation,MO,19.6,None,35812.07708,730.0,3.0,0,5.0,None,2935.0,65.2,7.0,836,None,Uncreditworthy
7000,36 Months,10.0,MORTGAGE,45000.0,Car,MI,15.2,None,36450.15764,720.0,1.0,0,11.0,None,5764.0,31.5,24.0,262,None,Uncreditworthy
26375,36 Months,4.0,MORTGAGE,105000.0,Credit Card,CA,17.33,None,35194.45764,725.0,0.0,0,11.0,None,35447.0,77.1,22.0,0,None,Creditworthy
18000,60 Months,3.0,MORTGAGE,69000.0,Debt Consolidation,MN,8.5,None,37864.47014,680.0,0.0,38,10.0,None,15167.0,49.8,17.0,579,None,Creditworthy
12000,36 Months,1.0,MORTGAGE,110000.0,Debt Consolidation,MA,8.95,None,35228.431939999995,755.0,2.0,0,15.0,None,6535.0,9.0,35.0,628,None,Creditworthy
18000,36 Months,4.0,MORTGAGE,53800.0,Home Improvement,OK,6.69,None,36270.06875,795.0,0.0,0,7.0,None,77.0,0.7,9.0,526,None,Uncreditworthy
15600,36 Months,4.0,MORTGAGE,91080.0,Other,CO,18.67,None,36536.35556,675.0,1.0,0,10.0,None,50000.0,93.0,23.0,812,None,Creditworthy
7500,36 Months,8.0,RENT,60000.0,Other,FL,4.86,None,32108.44236,750.0,1.0,30,10.0,None,8575.0,25.0,29.0,44,None,Creditworthy
3000,36 Months,10.0,RENT,30000.0,Credit Card,CO,10.68,None,36226.34236,725.0,1.0,57,3.0,None,830.0,16.6,18.0,0,None,Creditworthy
2500,36 Months,10.0,MORTGAGE,43000.0,Debt Consolidation,TX,8.76,None,34233.35625,685.0,1.0,49,11.0,None,1580.0,14.0,23.0,500,None,Creditworthy
3000,36 Months,1.0,RENT,28320.0,Other,CA,6.44,None,36896.06042,710.0,2.0,0,4.0,None,5064.0,72.3,10.0,54,None,Creditworthy
15000,36 Months,1.0,RENT,24000.0,Other,FL,10.9,None,38624.24931,720.0,1.0,0,9.0,None,9156.0,34.3,11.0,1,None,Uncreditworthy
6000,36 Months,10.0,OTHER,160000.0,Major Purchase,GA,0.13,None,34971.434030000004,765.0,1.0,0,6.0,None,3713.0,22.8,13.0,230,None,Creditworthy
35000,60 Months,0.5,MORTGAGE,80000.04,House,MO,14.47,None,37998.170139999995,675.0,1.0,51,14.0,None,19946.0,52.6,20.0,70,None,Creditworthy
3000,36 Months,0.5,OWN,38004.0,Other,PA,20.84,Two,30418.04861,670.0,0.0,8,9.0,None,9642.0,64.3,28.0,239,None,Creditworthy
9000,36 Months,0.5,RENT,26000.0,Debt Consolidation,VA,17.12,None,33262.04375,690.0,0.0,0,7.0,None,14152.0,71.7,8.0,157,None,Uncreditworthy
1000,36 Months,8.0,RENT,35100.0,Small Business,AR,6.19,None,35723.31319,675.0,1.0,0,8.0,None,9219.0,73.1,17.0,0,None,Creditworthy
4500,36 Months,4.0,RENT,30555.0,Debt Consolidation,WA,4.32,None,34928.17708,690.0,1.0,0,4.0,One,3371.0,88.7,14.0,790,One,Creditworthy
10500,36 Months,10.0,RENT,37000.0,Credit Card,NY,14.3,None,33750.50625,670.0,0.0,0,8.0,One,14726.0,92.6,17.0,356,None,Creditworthy
2100,36 Months,9.0,MORTGAGE,68000.0,Debt Consolidation,GA,8.33,None,34680.27222,680.0,3.0,39,9.0,One,11023.0,72.0,27.0,434,None,Creditworthy
5500,36 Months,5.0,RENT,24000.0,Vacation,CA,23.6,None,39060.15556,700.0,1.0,0,8.0,None,3409.0,57.8,10.0,207,None,Creditworthy
15000,36 Months,2.0,RENT,56000.0,Debt Consolidation,FL,13.61,None,33429.29583,675.0,3.0,33,13.0,None,26821.0,52.6,33.0,68,None,Creditworthy
10400,36 Months,3.0,RENT,31400.0,Debt Consolidation,CA,4.74,None,38181.411810000005,720.0,0.0,0,5.0,None,6206.0,35.3,6.0,931,None,Creditworthy
10000,36 Months,3.0,RENT,50000.0,Credit Card,CA,9.91,None,35858.33125,750.0,0.0,0,3.0,None,6350.0,25.4,8.0,108,None,Creditworthy
16800,36 Months,8.0,MORTGAGE,57000.0,Debt Consolidation,KY,16.58,None,37415.18264,700.0,0.0,58,9.0,None,7446.0,60.0,19.0,241,None,Creditworthy
20000,36 Months,4.0,MORTGAGE,200000.0,Small Business,LA,6.73,One,34829.36042,730.0,3.0,11,8.0,None,32891.0,77.8,25.0,210,None,Creditworthy
3200,60 Months,10.0,MORTGAGE,75600.0,Other,MO,23.24,None,37137.242360000004,735.0,0.0,0,10.0,None,18623.0,58.6,29.0,0,None,Creditworthy
2400,36 Months,8.0,MORTGAGE,53000.0,Home Improvement,OH,13.95,None,37494.16944,730.0,1.0,54,14.0,None,473.0,2.5,34.0,334,None,Creditworthy
7200,36 Months,2.0,RENT,42000.0,Debt Consolidation,MA,17.46,None,39323.23125,675.0,1.0,0,7.0,None,9335.0,56.9,12.0,270,None,Creditworthy
12000,36 Months,8.0,MORTGAGE,30000.0,Debt Consolidation,NM,16.2,None,35910.27639,770.0,0.0,0,6.0,None,15851.0,24.2,8.0,279,None,Uncreditworthy
10000,36 Months,3.0,RENT,68000.0,Credit Card,IL,13.96,One,37552.195830000004,670.0,1.0,4,13.0,None,6365.0,25.2,22.0,427,None,Creditworthy
9000,36 Months,1.0,RENT,25920.0,Major Purchase,WA,5.56,None,38084.42292,680.0,2.0,0,7.0,None,6353.0,39.5,8.0,208,None,Creditworthy
30000,60 Months,10.0,MORTGAGE,122000.0,Debt Consolidation,CA,17.27,None,36271.065969999996,770.0,2.0,0,11.0,None,2381.0,3.0,35.0,145,None,Creditworthy
20000,36 Months,6.0,MORTGAGE,100000.0,Home Improvement,FL,9.43,None,36754.13611,785.0,1.0,0,9.0,None,7097.0,12.0,34.0,0,None,Creditworthy
3500,36 Months,3.0,MORTGAGE,60000.0,Home Improvement,NC,8.1,None,39218.32708,725.0,0.0,26,6.0,None,3426.0,3.4,11.0,0,None,Creditworthy
4750,36 Months,0.0,OWN,26400.0,Small Business,OH,24.83,None,38487.179169999996,690.0,2.0,0,8.0,None,7145.0,49.6,13.0,1000,None,Creditworthy
15000,36 Months,1.0,MORTGAGE,102000.0,Debt Consolidation,CO,12.46,None,36566.13125,720.0,2.0,56,9.0,None,2.0,0.1,27.0,218,None,Creditworthy
15000,36 Months,10.0,MORTGAGE,100000.0,Debt Consolidation,TX,18.91,None,33757.12986,665.0,0.0,0,9.0,None,30523.0,66.2,16.0,154,None,Creditworthy
12000,36 Months,0.5,RENT,80000.0,Other,NY,7.21,None,36788.50278,670.0,0.0,27,12.0,None,7887.0,37.2,16.0,107,None,Creditworthy
25000,60 Months,4.0,MORTGAGE,72000.0,Debt Consolidation,CO,19.17,None,35340.15208,695.0,1.0,0,7.0,None,8443.0,97.0,17.0,53,None,Uncreditworthy
8000,36 Months,10.0,MORTGAGE,71266.0,Home Improvement,AZ,26.34,None,35234.06181,695.0,1.0,0,9.0,None,28737.0,80.3,23.0,158,None,Creditworthy
2500,36 Months,10.0,MORTGAGE,69508.0,Educationalal,AL,20.15,None,34515.14167,690.0,2.0,53,13.0,None,50000.0,77.9,34.0,256,None,Uncreditworthy
2500,60 Months,3.0,RENT,12000.0,Debt Consolidation,VA,8.3,None,37513.27708,730.0,2.0,0,3.0,None,194.0,24.2,14.0,0,None,Creditworthy
10400,36 Months,4.0,MORTGAGE,49723.0,Debt Consolidation,AL,13.9,None,36649.351389999996,665.0,0.0,32,9.0,None,8494.0,57.8,21.0,187,None,Creditworthy
13600,36 Months,3.0,RENT,78625.0,Debt Consolidation,OH,21.31,None,35720.12431,765.0,1.0,0,14.0,None,224.0,1.2,34.0,405,None,Creditworthy
10000,60 Months,4.0,RENT,40000.0,Credit Card,FL,7.38,None,36316.54028,725.0,0.0,0,7.0,None,12968.0,85.9,23.0,1000,None,Uncreditworthy
5000,36 Months,0.5,MORTGAGE,86400.0,Credit Card,IL,11.76,None,36028.101389999996,760.0,3.0,0,14.0,None,4962.0,12.2,48.0,431,None,Creditworthy
10000,36 Months,4.0,MORTGAGE,89004.0,Other,MO,7.17,None,36573.21875,755.0,0.0,0,6.0,None,13312.0,41.6,25.0,0,None,Creditworthy
5000,36 Months,4.0,MORTGAGE,65000.0,Debt Consolidation,FL,1.62,One,34188.11597,730.0,0.0,22,3.0,None,3005.0,50.1,14.0,78,None,Creditworthy
2500,36 Months,1.0,MORTGAGE,32000.0,Debt Consolidation,CA,0.38,None,30000.0,820.0,0.0,0,9.0,None,510.0,1.0,20.0,121,None,Uncreditworthy
25000,36 Months,0.5,MORTGAGE,200000.0,Debt Consolidation,CA,15.21,One,31930.388189999998,675.0,0.0,9,14.0,None,50000.0,93.5,54.0,0,None,Creditworthy
2600,60 Months,2.0,RENT,40000.0,Debt Consolidation,AL,13.02,None,35782.539580000004,695.0,1.0,0,10.0,One,2766.0,79.0,11.0,521,One,Uncreditworthy
5600,36 Months,0.5,MORTGAGE,50000.0,Credit Card,CA,14.42,None,34170.30347,680.0,0.0,0,12.0,None,10460.0,42.9,30.0,72,None,Creditworthy
3000,36 Months,4.0,RENT,103000.0,Major Purchase,MI,10.45,None,37089.11875,715.0,0.0,0,11.0,None,11185.0,38.0,30.0,0,None,Creditworthy
15850,36 Months,6.0,RENT,84422.0,Debt Consolidation,NY,9.15,Two,36517.43472,660.0,3.0,22,13.0,None,12320.0,66.5,30.0,317,None,Creditworthy
17000,36 Months,0.5,MORTGAGE,45000.0,Debt Consolidation,MI,19.44,None,36290.37639,720.0,3.0,0,9.0,None,9583.0,38.5,27.0,37,None,Creditworthy
25000,36 Months,5.0,MORTGAGE,90000.0,Debt Consolidation,CO,16.03,None,36704.400689999995,715.0,1.0,0,9.0,None,30449.0,65.9,13.0,190,None,Creditworthy
5550,36 Months,0.0,RENT,22500.0,Medical,CA,15.31,None,36335.15625,730.0,0.0,0,10.0,None,4605.0,55.5,25.0,0,None,Creditworthy
4000,60 Months,5.0,OWN,15000.0,Debt Consolidation,AL,3.68,None,38793.44722,710.0,2.0,0,3.0,None,1369.0,31.8,4.0,617,None,Uncreditworthy
32000,60 Months,10.0,OWN,62400.0,Credit Card,TX,7.38,None,30000.0,780.0,0.0,0,2.0,None,2905.0,16.5,7.0,0,None,Creditworthy
3600,36 Months,0.0,MORTGAGE,72000.0,Debt Consolidation,TX,3.9,None,36677.24792,720.0,0.0,0,3.0,None,2586.0,58.8,6.0,0,None,Uncreditworthy
25000,60 Months,10.0,RENT,65004.0,Other,NC,1.0,None,33360.24931,805.0,0.0,0,6.0,None,827.0,1.5,17.0,0,None,Creditworthy
4000,60 Months,3.0,OWN,30000.0,Home Improvement,NV,2.48,One,39466.08056,670.0,0.0,13,5.0,None,830.0,19.8,9.0,371,None,Uncreditworthy
4000,36 Months,0.5,RENT,27000.0,Vacation,PA,23.16,None,38855.07153,720.0,1.0,0,8.0,None,4627.0,31.5,15.0,137,None,Creditworthy
10000,36 Months,2.0,OWN,69996.0,Other,CA,13.25,None,37347.46389,705.0,1.0,0,14.0,None,24467.0,50.9,21.0,0,None,Creditworthy
8400,36 Months,0.5,OWN,81000.0,Debt Consolidation,NY,1.85,None,35496.34167,685.0,2.0,62,9.0,None,6716.0,32.7,20.0,238,None,Creditworthy
8875,36 Months,6.0,RENT,42000.0,Debt Consolidation,TX,21.2,None,37053.132639999996,685.0,1.0,0,7.0,None,5310.0,81.7,8.0,0,None,Creditworthy
6000,36 Months,2.0,RENT,64000.0,Debt Consolidation,PA,21.93,None,36206.16597,700.0,0.0,0,22.0,None,10019.0,60.9,33.0,0,None,Creditworthy
20000,36 Months,1.0,MORTGAGE,80000.0,Debt Consolidation,OH,20.73,None,35410.19931,695.0,0.0,49,8.0,None,16805.0,64.1,22.0,500,None,Creditworthy
30000,60 Months,4.0,RENT,68000.0,Debt Consolidation,FL,16.91,None,36249.18056,680.0,0.0,80,11.0,None,20089.0,71.5,18.0,317,None,Creditworthy
4600,36 Months,5.0,MORTGAGE,70000.0,Debt Consolidation,AZ,23.11,None,36892.070830000004,665.0,1.0,0,9.0,One,17560.0,58.3,20.0,0,One,Creditworthy
6000,36 Months,5.0,RENT,43000.0,House,VA,17.47,None,35930.31736,700.0,0.0,76,14.0,None,12758.0,40.4,33.0,428,None,Creditworthy
26800,36 Months,10.0,MORTGAGE,82000.0,Credit Card,CA,21.59,None,30000.0,710.0,1.0,0,12.0,None,26919.0,98.0,31.0,0,None,Creditworthy
10600,60 Months,6.0,RENT,51000.0,Debt Consolidation,NY,12.96,None,39113.15833,685.0,0.0,0,5.0,None,5106.0,92.8,10.0,0,None,Uncreditworthy
6000,36 Months,10.0,RENT,55000.0,Car,CA,15.67,None,37064.130560000005,685.0,1.0,0,12.0,None,20784.0,62.6,21.0,0,None,Uncreditworthy
20000,36 Months,10.0,MORTGAGE,70000.0,Debt Consolidation,GA,21.4,None,37263.16944,680.0,1.0,39,15.0,None,24145.0,54.8,28.0,0,None,Creditworthy
25000,36 Months,4.0,OWN,70000.0,Debt Consolidation,NY,16.73,None,30000.0,695.0,0.0,0,22.0,None,29283.0,55.2,42.0,0,None,Creditworthy
2500,36 Months,7.0,RENT,49500.0,Debt Consolidation,FL,10.33,None,38310.3,670.0,1.0,52,7.0,None,9868.0,37.7,20.0,0,None,Creditworthy
10000,36 Months,7.0,RENT,43288.0,Small Business,MD,8.62,None,39373.536810000005,745.0,0.0,0,3.0,None,0.0,0.0,4.0,0,None,Creditworthy
15000,36 Months,3.0,RENT,65000.0,Debt Consolidation,NY,6.0,None,35417.2125,785.0,0.0,0,10.0,None,15646.0,21.7,24.0,279,None,Creditworthy
16000,36 Months,10.0,MORTGAGE,63000.0,Credit Card,MI,22.46,None,36382.31875,680.0,1.0,0,17.0,None,20472.0,56.6,36.0,0,None,Creditworthy
24100,36 Months,10.0,OWN,140000.0,Major Purchase,CA,14.33,None,30000.0,810.0,0.0,0,10.0,None,346.0,0.7,16.0,0,None,Creditworthy
14400,60 Months,2.0,RENT,32400.0,Credit Card,CA,14.78,None,35962.048610000005,695.0,1.0,0,7.0,One,15260.0,97.1,39.0,261,One,Uncreditworthy
10750,36 Months,7.0,MORTGAGE,42000.0,Debt Consolidation,CO,9.23,None,33336.45347,775.0,3.0,0,9.0,None,9486.0,9.8,26.0,0,None,Uncreditworthy
9000,36 Months,6.0,MORTGAGE,53000.0,Small Business,MD,12.63,One,37444.460419999996,750.0,1.0,14,4.0,None,0.0,0.0,11.0,0,None,Uncreditworthy
14400,60 Months,7.0,MORTGAGE,42000.0,Debt Consolidation,WV,13.34,None,34381.34514,770.0,2.0,0,11.0,None,5577.0,39.8,33.0,0,None,Creditworthy
5500,36 Months,1.0,RENT,130000.0,Debt Consolidation,CO,28.4,None,36143.23889,695.0,0.0,0,12.0,None,17255.0,58.3,38.0,77,None,Creditworthy
4200,36 Months,10.0,OWN,32700.0,Major Purchase,NM,1.14,None,34881.431939999995,805.0,0.0,0,5.0,None,207.0,1.1,21.0,221,None,Uncreditworthy
8000,36 Months,10.0,OWN,45678.84,Debt Consolidation,CT,12.01,None,34658.508330000004,665.0,0.0,45,6.0,One,6774.0,91.5,22.0,383,One,Uncreditworthy
1200,36 Months,10.0,RENT,60000.0,Other,WI,5.38,None,34292.40486,715.0,1.0,0,8.0,None,27524.0,94.3,30.0,80,None,Creditworthy
5000,36 Months,0.5,RENT,50000.0,Credit Card,MO,8.14,None,38765.46389,665.0,3.0,0,7.0,None,20111.0,50.8,13.0,203,None,Creditworthy
15000,36 Months,6.0,MORTGAGE,50000.0,Debt Consolidation,OK,11.86,None,37866.23542,685.0,0.0,0,8.0,None,6052.0,84.1,13.0,330,None,Creditworthy
6400,36 Months,1.0,RENT,31836.0,Debt Consolidation,TX,17.38,None,39053.536810000005,690.0,0.0,0,6.0,None,5139.0,67.6,8.0,71,None,Creditworthy
8000,36 Months,2.0,RENT,84996.0,Major Purchase,VA,5.99,One,37146.054860000004,680.0,0.0,19,4.0,None,3634.0,55.9,6.0,245,None,Creditworthy
9900,36 Months,4.0,MORTGAGE,90000.0,Debt Consolidation,FL,21.87,None,32506.18125,750.0,0.0,0,12.0,None,38887.0,56.5,28.0,323,None,Creditworthy
9000,36 Months,3.0,RENT,45600.0,Car,WA,14.42,None,36421.43958,700.0,0.0,25,9.0,None,239.0,5.3,24.0,692,None,Creditworthy
1450,36 Months,10.0,MORTGAGE,35000.0,Small Business,GA,7.54,None,36388.21597,705.0,1.0,0,6.0,None,6614.0,83.7,24.0,0,None,Uncreditworthy
18000,36 Months,5.0,MORTGAGE,95000.0,Credit Card,CA,16.61,None,34689.25278,730.0,2.0,0,10.0,None,42564.0,56.7,32.0,231,None,Creditworthy
8000,36 Months,10.0,MORTGAGE,143485.0,Major Purchase,FL,19.05,None,36356.472219999996,705.0,0.0,0,9.0,None,49845.0,83.3,21.0,0,None,Creditworthy
12000,36 Months,0.5,MORTGAGE,117960.0,Wedding,CA,0.6,None,36424.32708,795.0,0.0,0,7.0,None,9640.0,64.3,17.0,0,None,Creditworthy
23475,36 Months,0.5,RENT,90000.0,Debt Consolidation,MA,15.03,None,30000.0,750.0,0.0,0,10.0,None,44539.0,59.8,31.0,1000,None,Creditworthy
5000,36 Months,5.0,RENT,54000.0,Small Business,CA,12.84,None,30000.0,720.0,0.0,41,8.0,None,5867.0,70.7,10.0,785,None,Creditworthy
10800,36 Months,10.0,RENT,55000.0,Debt Consolidation,OH,22.15,None,35619.486110000005,685.0,1.0,0,15.0,None,29151.0,89.4,21.0,179,None,Uncreditworthy
8800,36 Months,4.0,RENT,37803.0,Credit Card,WI,16.73,None,36775.34514,700.0,1.0,75,13.0,None,14266.0,81.5,25.0,0,None,Creditworthy
20000,36 Months,8.0,MORTGAGE,200000.0,Debt Consolidation,NC,3.18,None,33093.24931,735.0,2.0,40,6.0,None,28579.0,28.0,26.0,93,None,Creditworthy
7000,36 Months,4.0,RENT,27600.0,Debt Consolidation,CA,7.09,None,37607.35278,665.0,0.0,31,6.0,None,2389.0,49.8,19.0,0,None,Uncreditworthy
8400,36 Months,5.0,MORTGAGE,112000.0,Debt Consolidation,CO,14.19,One,35873.14375,680.0,1.0,21,32.0,None,32969.0,51.7,68.0,0,None,Creditworthy
4850,60 Months,0.5,MORTGAGE,58000.0,Debt Consolidation,NJ,18.17,None,34061.44236,740.0,1.0,0,16.0,None,24673.0,28.7,35.0,0,None,Uncreditworthy
3500,36 Months,5.0,RENT,98000.0,Credit Card,NJ,8.52,One,34300.22153,750.0,0.0,15,19.0,None,6432.0,6.0,37.0,54,None,Creditworthy
25000,60 Months,2.0,RENT,79980.0,Debt Consolidation,NJ,17.73,None,35360.19375,690.0,1.0,0,9.0,None,9706.0,69.8,16.0,0,None,Creditworthy
22000,60 Months,5.0,MORTGAGE,87500.0,Debt Consolidation,CA,11.26,None,33103.423610000005,695.0,2.0,47,12.0,None,17681.0,52.0,34.0,0,None,Creditworthy
4900,36 Months,0.5,RENT,50000.0,Debt Consolidation,TX,5.02,None,37541.1375,710.0,0.0,33,5.0,None,3806.0,47.2,12.0,0,None,Creditworthy
8400,36 Months,1.0,MORTGAGE,43200.0,Debt Consolidation,AL,21.39,One,38293.29931,660.0,1.0,10,10.0,None,3694.0,55.1,19.0,0,None,Creditworthy
1300,36 Months,10.0,RENT,47000.0,Debt Consolidation,MO,18.15,None,37158.11389,705.0,1.0,0,9.0,One,7006.0,48.0,13.0,60,One,Creditworthy
7200,36 Months,1.0,MORTGAGE,40000.0,Small Business,SD,15.56,None,36432.53819,735.0,0.0,76,10.0,None,1138.0,9.5,29.0,1000,None,Creditworthy
20000,60 Months,2.0,MORTGAGE,156000.0,Moving,MN,6.05,None,37049.0625,745.0,0.0,0,7.0,None,5746.0,49.5,37.0,767,None,Creditworthy
2100,36 Months,10.0,MORTGAGE,57043.0,Home Improvement,MN,19.92,One,30401.14236,665.0,1.0,15,16.0,None,26036.0,89.5,35.0,165,None,Uncreditworthy
2400,36 Months,0.5,RENT,4800.0,Car,AZ,5.0,None,38624.25139,700.0,0.0,0,3.0,None,299.0,99.7,5.0,340,None,Creditworthy
11900,60 Months,4.0,RENT,96000.0,Vacation,VA,7.67,None,38992.53056,745.0,0.0,0,9.0,None,1300.0,7.6,20.0,0,None,Creditworthy
10000,36 Months,5.0,MORTGAGE,56000.0,Home Improvement,WI,4.84,None,35368.472219999996,775.0,0.0,0,8.0,None,4502.0,20.7,28.0,245,None,Creditworthy
32700,36 Months,5.0,MORTGAGE,135000.0,Credit Card,LA,16.83,One,34842.29653,670.0,1.0,18,8.0,None,31285.0,74.0,25.0,329,None,Creditworthy
20000,36 Months,4.0,RENT,54887.28,Debt Consolidation,CA,22.41,None,39261.36528,695.0,2.0,0,7.0,None,12394.0,40.2,16.0,283,None,Creditworthy
6400,36 Months,0.5,RENT,31200.0,Car,TX,20.38,None,33507.184030000004,695.0,1.0,0,15.0,None,10018.0,60.7,21.0,0,None,Uncreditworthy
10000,36 Months,4.0,OWN,93000.0,Debt Consolidation,CT,2.71,None,34090.2375,715.0,3.0,33,10.0,None,9612.0,41.1,47.0,1,None,Creditworthy
12000,36 Months,1.0,MORTGAGE,120000.0,Home Improvement,NJ,4.7,One,36014.130560000005,680.0,2.0,15,10.0,None,50000.0,2.6,33.0,0,None,Creditworthy
6000,36 Months,3.0,RENT,59000.0,Debt Consolidation,IL,14.42,None,36943.429169999996,730.0,0.0,0,9.0,None,6226.0,40.6,26.0,251,None,Creditworthy
9600,36 Months,0.5,RENT,40000.0,Credit Card,PA,11.64,None,34847.44722,670.0,1.0,0,8.0,None,11909.0,72.6,11.0,0,None,Creditworthy
6000,36 Months,2.0,MORTGAGE,30000.0,Major Purchase,NY,20.64,None,35699.35903,695.0,0.0,0,2.0,None,10372.0,96.0,14.0,0,None,Uncreditworthy
9250,36 Months,10.0,MORTGAGE,84000.0,Credit Card,SC,16.07,None,36029.503469999996,690.0,1.0,30,15.0,None,50000.0,64.2,32.0,222,None,Creditworthy
20000,36 Months,10.0,MORTGAGE,106300.0,Debt Consolidation,VA,9.4,None,31951.11458,760.0,0.0,0,13.0,None,11387.0,32.5,35.0,0,None,Creditworthy
20000,36 Months,2.0,MORTGAGE,125000.0,Wedding,CA,16.09,None,35324.242360000004,705.0,0.0,0,7.0,None,50000.0,84.8,18.0,254,None,Creditworthy
25000,36 Months,5.0,RENT,150000.0,Home Improvement,FL,2.86,None,36507.34167,760.0,1.0,0,8.0,None,14911.0,34.0,26.0,1000,None,Creditworthy
25000,36 Months,2.0,MORTGAGE,103000.0,Debt Consolidation,FL,23.11,None,36634.210419999996,685.0,0.0,0,15.0,None,37810.0,81.3,44.0,852,None,Creditworthy
18200,36 Months,4.0,RENT,55000.0,Debt Consolidation,FL,20.01,One,37283.51458,705.0,0.0,17,9.0,None,17342.0,55.1,16.0,0,None,Creditworthy
12325,36 Months,10.0,RENT,36000.0,Debt Consolidation,VT,23.17,None,36566.44931,730.0,0.0,0,8.0,None,12606.0,62.4,18.0,93,None,Creditworthy
8000,36 Months,4.0,OWN,40000.0,Debt Consolidation,NY,24.33,None,37512.21458,745.0,2.0,0,7.0,None,2668.0,14.1,21.0,272,None,Creditworthy
2000,36 Months,10.0,MORTGAGE,82000.0,Debt Consolidation,NJ,13.13,One,36631.320830000004,670.0,0.0,8,5.0,None,373.0,93.2,22.0,0,None,Creditworthy
12000,36 Months,3.0,RENT,90000.0,Credit Card,TX,8.81,None,37175.32222,675.0,1.0,0,13.0,None,15486.0,33.1,13.0,94,None,Creditworthy
7000,36 Months,2.0,RENT,25000.0,Debt Consolidation,FL,10.22,None,38651.3375,685.0,1.0,0,7.0,None,3767.0,81.9,14.0,156,None,Creditworthy
5500,36 Months,7.0,MORTGAGE,52000.0,Debt Consolidation,FL,18.74,None,36016.12917,660.0,2.0,0,11.0,None,10655.0,58.2,37.0,118,None,Creditworthy
14500,36 Months,0.0,MORTGAGE,28800.0,Major Purchase,PA,2.79,None,33412.29583,740.0,3.0,0,7.0,One,2387.0,11.8,20.0,0,One,Creditworthy
9600,36 Months,2.0,MORTGAGE,24000.0,Debt Consolidation,MN,16.85,None,39057.25694,710.0,2.0,0,7.0,None,2442.0,18.2,13.0,708,None,Creditworthy
1500,36 Months,0.5,RENT,44400.0,Debt Consolidation,CA,11.76,None,35062.08958,695.0,0.0,59,7.0,None,11666.0,87.4,21.0,0,None,Creditworthy
25800,60 Months,10.0,RENT,200000.0,Small Business,NC,0.45,Five,32603.498610000002,670.0,0.0,4,6.0,None,8587.0,59.6,30.0,0,None,Creditworthy
15000,36 Months,0.0,OWN,39828.0,Debt Consolidation,MT,15.97,None,35782.36875,720.0,0.0,0,5.0,None,15142.0,62.6,7.0,213,None,Creditworthy
24000,60 Months,5.0,MORTGAGE,120000.0,Home Improvement,PA,15.33,One,35048.42083,690.0,2.0,20,17.0,None,19719.0,45.8,34.0,343,None,Creditworthy
